name,province,type,status,effective_date,notes
Tignish,Prince Edward Island,Municipality,Registered,2012-01-01,
Tignish Shore,Prince Edward Island,Municipality,Registered,2012-01-01,
Tyne Valley,Prince Edward Island,Municipality,Registered,2012-01-01,
Union Road,Prince Edward Island,Municipality,Registered,2012-01-01,
Valleyfield,Prince Edward Island,Municipality,Registered,2012-01-01,
Victoria,Prince Edward Island,Municipality,Registered,2012-01-01,
Warren Grove,Prince Edward Island,Municipality,Registered,2012-01-01,
Wellington,Prince Edward Island,Municipality,Registered,2012-01-01,
West River,Prince Edward Island,Municipality,Registered,2012-01-01,
Winsloe South,Prince Edward Island,Municipality,Registered,2012-01-01,
York,Prince Edward Island,Municipality,Registered,2012-01-01,
Abercorn,Quebec,Village,Registered,2012-01-01,
Acton Vale,Quebec,City/Town,Registered,2012-01-01,
Adstock,Quebec,Municipality,Registered,2012-01-01,
Aguanish,Quebec,Municipality,Registered,2012-01-01,
Akulivik,Quebec,Northern village,Registered,2012-01-01,
Albanel,Quebec,Municipality,Registered,2012-01-01,
Albertville,Quebec,Municipality,Registered,2012-01-01,
Alleyn-et-Cawood,Quebec,Municipality,Registered,2012-01-01,
Alma,Quebec,City/Town,Registered,2012-01-01,
Amherst,Quebec,Township,Registered,2012-01-01,
Amos,Quebec,City/Town,Registered,2012-01-01,
Amqui,Quebec,City/Town,Registered,2012-01-01,
Ange-Gardien,Quebec,Municipality,Registered,2012-01-01,
Angliers,Quebec,Village,Registered,2012-01-01,
Armagh,Quebec,Municipality,Registered,2012-01-01,
Arundel,Quebec,Township,Registered,2012-01-01,
Asbestos,Quebec,City/Town,Registered,2012-01-01,
Ascot Corner,Quebec,Municipality,Registered,2012-01-01,
Aston-Jonction,Quebec,Municipality,Registered,2012-01-01,
Auclair,Quebec,Municipality,Registered,2012-01-01,
Audet,Quebec,Municipality,Registered,2012-01-01,
Aumond,Quebec,Township,Registered,2012-01-01,
Aupaluk,Quebec,Northern village,Registered,2012-01-01,
Austin,Quebec,Municipality,Registered,2012-01-01,
Authier,Quebec,Municipality,Registered,2012-01-01,
Authier-Nord,Quebec,Municipality,Registered,2012-01-01,
Ayer's Cliff,Quebec,Village,Registered,2012-01-01,
Baie-Comeau,Quebec,City/Town,Registered,2012-01-01,
Baie-des-Sables,Quebec,Municipality,Registered,2012-01-01,
Baie-du-Febvre,Quebec,Municipality,Registered,2012-01-01,
Baie-D'Urfé,Quebec,City/Town,Registered,2012-01-01,
Baie-James,Quebec,Municipality,Registered,2012-01-01,
Baie-Johan-Beetz,Quebec,Municipality,Registered,2012-01-01,
Baie-Sainte-Catherine,Quebec,Municipality,Registered,2012-01-01,
Baie-Saint-Paul,Quebec,City/Town,Registered,2012-01-01,
Baie-Trinité,Quebec,Village,Registered,2012-01-01,
Barkmere,Quebec,City/Town,Registered,2012-01-01,
Barnston-Ouest,Quebec,Municipality,Registered,2012-01-01,
Barraute,Quebec,Municipality,Registered,2012-01-01,
Batiscan,Quebec,Municipality,Registered,2012-01-01,
Beaconsfield,Quebec,City/Town,Registered,2012-01-01,
Béarn,Quebec,Municipality,Registered,2012-01-01,
Beauceville,Quebec,City/Town,Registered,2012-01-01,
Beauharnois,Quebec,City/Town,Registered,2012-01-01,
Beaulac-Garthby,Quebec,Municipality,Registered,2012-01-01,
Beaumont,Quebec,Municipality,Registered,2012-01-01,
Beaupré,Quebec,City/Town,Registered,2012-01-01,
Bécancour,Quebec,City/Town,Registered,2012-01-01,
Bedford,Quebec,City/Town,Registered,2012-01-01,
Bedford,Quebec,Township,Registered,2012-01-01,
Bégin,Quebec,Municipality,Registered,2012-01-01,
Belcourt,Quebec,Municipality,Registered,2012-01-01,
Belleterre,Quebec,City/Town,Registered,2012-01-01,
Beloeil,Quebec,City/Town,Registered,2012-01-01,
Berry,Quebec,Municipality,Registered,2012-01-01,
Berthier-sur-Mer,Quebec,Municipality,Registered,2012-01-01,
Berthierville,Quebec,City/Town,Registered,2012-01-01,
Béthanie,Quebec,Municipality,Registered,2012-01-01,
Biencourt,Quebec,Municipality,Registered,2012-01-01,
Blainville,Quebec,City/Town,Registered,2012-01-01,
Blanc-Sablon,Quebec,Municipality,Registered,2012-01-01,
Blue Sea,Quebec,Municipality,Registered,2012-01-01,
Boileau,Quebec,Municipality,Registered,2012-01-01,
Boisbriand,Quebec,City/Town,Registered,2012-01-01,
Boischatel,Quebec,Municipality,Registered,2012-01-01,
Bois-des-Filion,Quebec,City/Town,Registered,2012-01-01,
Bois-Franc,Quebec,Municipality,Registered,2012-01-01,
Bolton-Est,Quebec,Municipality,Registered,2012-01-01,
Bolton-Ouest,Quebec,Municipality,Registered,2012-01-01,
Bonaventure,Quebec,City/Town,Registered,2012-01-01,
Bonne-Espérance,Quebec,Municipality,Registered,2012-01-01,
Bonsecours,Quebec,Municipality,Registered,2012-01-01,
Boucherville,Quebec,City/Town,Registered,2012-01-01,
Bouchette,Quebec,Municipality,Registered,2012-01-01,
Bowman,Quebec,Municipality,Registered,2012-01-01,
Brébeuf,Quebec,Parish,Registered,2012-01-01,
Brigham,Quebec,Municipality,Registered,2012-01-01,
Bristol,Quebec,Municipality,Registered,2012-01-01,
Brome,Quebec,Village,Registered,2012-01-01,
Bromont,Quebec,City/Town,Registered,2012-01-01,
Brossard,Quebec,City/Town,Registered,2012-01-01,
Brownsburg-Chatham,Quebec,City/Town,Registered,2012-01-01,
Bryson,Quebec,Municipality,Registered,2012-01-01,
Bury,Quebec,Municipality,Registered,2012-01-01,
Cacouna,Quebec,Municipality,Registered,2012-01-01,
Calixa-Lavallée,Quebec,Parish,Registered,2012-01-01,
Campbell's Bay,Quebec,Municipality,Registered,2012-01-01,
Candiac,Quebec,City/Town,Registered,2012-01-01,
Cantley,Quebec,Municipality,Registered,2012-01-01,
Cap-Chat,Quebec,City/Town,Registered,2012-01-01,
Caplan,Quebec,Municipality,Registered,2012-01-01,
Cap-Saint-Ignace,Quebec,Municipality,Registered,2012-01-01,
Cap-Santé,Quebec,City/Town,Registered,2012-01-01,
Carignan,Quebec,City/Town,Registered,2012-01-01,
Carleton-sur-Mer,Quebec,City/Town,Registered,2012-01-01,
Cascapédia--Saint-Jules,Quebec,Municipality,Registered,2012-01-01,
Causapscal,Quebec,City/Town,Registered,2012-01-01,
Cayamant,Quebec,Municipality,Registered,2012-01-01,
Chambly,Quebec,City/Town,Registered,2012-01-01,
Chambord,Quebec,Municipality,Registered,2012-01-01,
Champlain,Quebec,Municipality,Registered,2012-01-01,
Champneuf,Quebec,Municipality,Registered,2012-01-01,
Chandler,Quebec,City/Town,Registered,2012-01-01,
Chapais,Quebec,City/Town,Registered,2012-01-01,
Charette,Quebec,Municipality,Registered,2012-01-01,
Charlemagne,Quebec,City/Town,Registered,2012-01-01,
Chartierville,Quebec,Municipality,Registered,2012-01-01,
Châteauguay,Quebec,City/Town,Registered,2012-01-01,
Château-Richer,Quebec,City/Town,Registered,2012-01-01,
Chazel,Quebec,Municipality,Registered,2012-01-01,
Chelsea,Quebec,Municipality,Registered,2012-01-01,
Chénéville,Quebec,Municipality,Registered,2012-01-01,
Chertsey,Quebec,Municipality,Registered,2012-01-01,
Chesterville,Quebec,Municipality,Registered,2012-01-01,
Chibougamau,Quebec,City/Town,Registered,2012-01-01,
Chichester,Quebec,Township,Registered,2012-01-01,
Chisasibi,Quebec,Cree village,Registered,2012-01-01,
Chute-aux-Outardes,Quebec,Village,Registered,2012-01-01,
Chute-Saint-Philippe,Quebec,Municipality,Registered,2012-01-01,
Clarendon,Quebec,Municipality,Registered,2012-01-01,
Clermont,Quebec,City/Town,Registered,2012-01-01,
Clermont,Quebec,Township,Registered,2012-01-01,
Clerval,Quebec,Municipality,Registered,2012-01-01,
Cleveland,Quebec,Township,Registered,2012-01-01,
Cloridorme,Quebec,Township,Registered,2012-01-01,
Coaticook,Quebec,City/Town,Registered,2012-01-01,
Colombier,Quebec,Municipality,Registered,2012-01-01,
Compton,Quebec,Municipality,Registered,2012-01-01,
Contrecœur,Quebec,City/Town,Registered,2012-01-01,
Cookshire-Eaton,Quebec,City/Town,Registered,2012-01-01,
Coteau-du-Lac,Quebec,City/Town,Registered,2012-01-01,
Côte-Nord-du-Golfe-du-Saint-Laurent,Quebec,Municipality,Registered,2012-01-01,
Côte-Saint-Luc,Quebec,City/Town,Registered,2012-01-01,
Courcelles,Quebec,Municipality,Registered,2012-01-01,
Cowansville,Quebec,City/Town,Registered,2012-01-01,
Crabtree,Quebec,Municipality,Registered,2012-01-01,
Danville,Quebec,City/Town,Registered,2012-01-01,
Daveluyville,Quebec,City/Town,Registered,2012-01-01,
Dégelis,Quebec,City/Town,Registered,2012-01-01,
Déléage,Quebec,Municipality,Registered,2012-01-01,
Delson,Quebec,City/Town,Registered,2012-01-01,
Denholm,Quebec,Municipality,Registered,2012-01-01,
Desbiens,Quebec,City/Town,Registered,2012-01-01,
Deschaillons-sur-Saint-Laurent,Quebec,Municipality,Registered,2012-01-01,
Deschambault-Grondines,Quebec,Municipality,Registered,2012-01-01,
Deux-Montagnes,Quebec,City/Town,Registered,2012-01-01,
Disraeli,Quebec,Parish,Registered,2012-01-01,
Disraeli,Quebec,City/Town,Registered,2012-01-01,
Dixville,Quebec,Municipality,Registered,2012-01-01,
Dolbeau-Mistassini,Quebec,City/Town,Registered,2012-01-01,
Dollard-Des Ormeaux,Quebec,City/Town,Registered,2012-01-01,
Donnacona,Quebec,City/Town,Registered,2012-01-01,
Dorval,Quebec,City/Town,Registered,2012-01-01,
Dosquet,Quebec,Municipality,Registered,2012-01-01,
Drummondville,Quebec,City/Town,Registered,2012-01-01,
Dudswell,Quebec,Municipality,Registered,2012-01-01,
Duhamel,Quebec,Municipality,Registered,2012-01-01,
Duhamel-Ouest,Quebec,Municipality,Registered,2012-01-01,
Dundee,Quebec,Township,Registered,2012-01-01,
Dunham,Quebec,City/Town,Registered,2012-01-01,
Duparquet,Quebec,City/Town,Registered,2012-01-01,
Dupuy,Quebec,Municipality,Registered,2012-01-01,
Durham-Sud,Quebec,Municipality,Registered,2012-01-01,
East Angus,Quebec,City/Town,Registered,2012-01-01,
East Broughton,Quebec,Municipality,Registered,2012-01-01,
East Farnham,Quebec,Municipality,Registered,2012-01-01,
East Hereford,Quebec,Municipality,Registered,2012-01-01,
Eastmain,Quebec,Cree village,Registered,2012-01-01,
Eastman,Quebec,Municipality,Registered,2012-01-01,
Egan-Sud,Quebec,Municipality,Registered,2012-01-01,
Elgin,Quebec,Municipality,Registered,2012-01-01,
Entrelacs,Quebec,Municipality,Registered,2012-01-01,
Escuminac,Quebec,Municipality,Registered,2012-01-01,
Esprit-Saint,Quebec,Municipality,Registered,2012-01-01,
Estérel,Quebec,City/Town,Registered,2012-01-01,
Farnham,Quebec,City/Town,Registered,2012-01-01,
Fassett,Quebec,Municipality,Registered,2012-01-01,
Ferland-et-Boilleau,Quebec,Municipality,Registered,2012-01-01,
Ferme-Neuve,Quebec,Municipality,Registered,2012-01-01,
Fermont,Quebec,City/Town,Registered,2012-01-01,
Forestville,Quebec,City/Town,Registered,2012-01-01,
Fort-Coulonge,Quebec,Village,Registered,2012-01-01,
Fortierville,Quebec,Municipality,Registered,2012-01-01,
Fossambault-sur-le-Lac,Quebec,City/Town,Registered,2012-01-01,
Frampton,Quebec,Municipality,Registered,2012-01-01,
Franklin,Quebec,Municipality,Registered,2012-01-01,
Franquelin,Quebec,Municipality,Registered,2012-01-01,
Frelighsburg,Quebec,Municipality,Registered,2012-01-01,
Frontenac,Quebec,Municipality,Registered,2012-01-01,
Fugèreville,Quebec,Municipality,Registered,2012-01-01,
Gallichan,Quebec,Municipality,Registered,2012-01-01,
Gaspé,Quebec,City/Town,Registered,2012-01-01,
Gatineau,Quebec,City/Town,Registered,2012-01-01,
Girardville,Quebec,Municipality,Registered,2012-01-01,
Godbout,Quebec,Village,Registered,2012-01-01,
Godmanchester,Quebec,Township,Registered,2012-01-01,
Gore,Quebec,Township,Registered,2012-01-01,
Gracefield,Quebec,City/Town,Registered,2012-01-01,
Granby,Quebec,City/Town,Registered,2012-01-01,
Grande-Rivière,Quebec,City/Town,Registered,2012-01-01,
Grandes-Piles,Quebec,Village,Registered,2012-01-01,
Grande-Vallée,Quebec,Municipality,Registered,2012-01-01,
Grand-Métis,Quebec,Municipality,Registered,2012-01-01,
Grand-Remous,Quebec,Municipality,Registered,2012-01-01,
Grand-Saint-Esprit,Quebec,Municipality,Registered,2012-01-01,
Grenville,Quebec,Village,Registered,2012-01-01,
Grenville-sur-la-Rouge,Quebec,Municipality,Registered,2012-01-01,
Gros-Mécatina,Quebec,Municipality,Registered,2012-01-01,
Grosse-Île,Quebec,Municipality,Registered,2012-01-01,
Grosses-Roches,Quebec,Municipality,Registered,2012-01-01,
Guérin,Quebec,Township,Registered,2012-01-01,
Ham-Nord,Quebec,Township,Registered,2012-01-01,
Hampden,Quebec,Township,Registered,2012-01-01,
Hampstead,Quebec,City/Town,Registered,2012-01-01,
Harrington,Quebec,Township,Registered,2012-01-01,
Hatley,Quebec,Municipality,Registered,2012-01-01,
Hatley,Quebec,Township,Registered,2012-01-01,
Havelock,Quebec,Township,Registered,2012-01-01,
Havre-Saint-Pierre,Quebec,Municipality,Registered,2012-01-01,
Hébertville,Quebec,Municipality,Registered,2012-01-01,
Hébertville-Station,Quebec,Village,Registered,2012-01-01,
Hemmingford,Quebec,Township,Registered,2012-01-01,
Hemmingford,Quebec,Village,Registered,2012-01-01,
Henryville,Quebec,Municipality,Registered,2012-01-01,
Hérouxville,Quebec,Parish,Registered,2012-01-01,
Hinchinbrooke,Quebec,Township,Registered,2012-01-01,
Honfleur,Quebec,Municipality,Registered,2012-01-01,
Hope,Quebec,Township,Registered,2012-01-01,
Hope Town,Quebec,Municipality,Registered,2012-01-01,
Howick,Quebec,Municipality,Registered,2012-01-01,
Huberdeau,Quebec,Municipality,Registered,2012-01-01,
Hudson,Quebec,City/Town,Registered,2012-01-01,
Huntingdon,Quebec,City/Town,Registered,2012-01-01,
Inukjuak,Quebec,Northern village,Registered,2012-01-01,
Inverness,Quebec,Municipality,Registered,2012-01-01,
Irlande,Quebec,Municipality,Registered,2012-01-01,
Ivry-sur-le-Lac,Quebec,Municipality,Registered,2012-01-01,
Ivujivik,Quebec,Northern village,Registered,2012-01-01,
Joliette,Quebec,City/Town,Registered,2012-01-01,
Kamouraska,Quebec,Municipality,Registered,2012-01-01,
Kangiqsualujjuaq,Quebec,Northern village,Registered,2012-01-01,
Kangiqsujuaq,Quebec,Northern village,Registered,2012-01-01,
Kangirsuk,Quebec,Northern village,Registered,2012-01-01,
Kawawachikamach,Quebec,Naskapi village,Registered,2012-01-01,
Kazabazua,Quebec,Municipality,Registered,2012-01-01,
Kiamika,Quebec,Municipality,Registered,2012-01-01,
Kingsbury,Quebec,Village,Registered,2012-01-01,
Kingsey Falls,Quebec,City/Town,Registered,2012-01-01,
Kinnear's Mills,Quebec,Municipality,Registered,2012-01-01,
Kipawa,Quebec,Municipality,Registered,2012-01-01,
Kirkland,Quebec,City/Town,Registered,2012-01-01,
Kuujjuaq,Quebec,Northern village,Registered,2012-01-01,
Kuujjuarapik,Quebec,Northern village,Registered,2012-01-01,
La Bostonnais,Quebec,Municipality,Registered,2012-01-01,
La Conception,Quebec,Municipality,Registered,2012-01-01,
La Corne,Quebec,Municipality,Registered,2012-01-01,
La Doré,Quebec,Parish,Registered,2012-01-01,
La Durantaye,Quebec,Parish,Registered,2012-01-01,
La Guadeloupe,Quebec,Village,Registered,2012-01-01,
La Macaza,Quebec,Municipality,Registered,2012-01-01,
La Malbaie,Quebec,City/Town,Registered,2012-01-01,
La Martre,Quebec,Municipality,Registered,2012-01-01,
La Minerve,Quebec,Municipality,Registered,2012-01-01,
La Morandière,Quebec,Municipality,Registered,2012-01-01,
La Motte,Quebec,Municipality,Registered,2012-01-01,
La Patrie,Quebec,Municipality,Registered,2012-01-01,
La Pêche,Quebec,Municipality,Registered,2012-01-01,
La Pocatière,Quebec,City/Town,Registered,2012-01-01,
La Prairie,Quebec,City/Town,Registered,2012-01-01,
La Présentation,Quebec,Municipality,Registered,2012-01-01,
La Rédemption,Quebec,Parish,Registered,2012-01-01,
La Reine,Quebec,Municipality,Registered,2012-01-01,
La Sarre,Quebec,City/Town,Registered,2012-01-01,
La Trinité-des-Monts,Quebec,Parish,Registered,2012-01-01,
La Tuque,Quebec,City/Town,Registered,2012-01-01,
La Visitation-de-l'Île-Dupas,Quebec,Municipality,Registered,2012-01-01,
La Visitation-de-Yamaska,Quebec,Municipality,Registered,2012-01-01,
Labelle,Quebec,Municipality,Registered,2012-01-01,
Labrecque,Quebec,Municipality,Registered,2012-01-01,
Lac-au-Saumon,Quebec,Municipality,Registered,2012-01-01,
Lac-aux-Sables,Quebec,Parish,Registered,2012-01-01,
Lac-Beauport,Quebec,Municipality,Registered,2012-01-01,
Lac-Bouchette,Quebec,Municipality,Registered,2012-01-01,
Lac-Brome,Quebec,City/Town,Registered,2012-01-01,
Lac-Delage,Quebec,City/Town,Registered,2012-01-01,
Lac-des-Aigles,Quebec,Municipality,Registered,2012-01-01,
Lac-des-Écorces,Quebec,Municipality,Registered,2012-01-01,
Lac-des-Plages,Quebec,Municipality,Registered,2012-01-01,
Lac-des-Seize-Îles,Quebec,Municipality,Registered,2012-01-01,
Lac-Drolet,Quebec,Municipality,Registered,2012-01-01,
Lac-du-Cerf,Quebec,Municipality,Registered,2012-01-01,
Lac-Édouard,Quebec,Municipality,Registered,2012-01-01,
Lac-Etchemin,Quebec,Municipality,Registered,2012-01-01,
Lac-Frontière,Quebec,Municipality,Registered,2012-01-01,
Lachute,Quebec,City/Town,Registered,2012-01-01,
Lac-Mégantic,Quebec,City/Town,Registered,2012-01-01,
Lacolle,Quebec,Municipality,Registered,2012-01-01,
Lac-Poulin,Quebec,Village,Registered,2012-01-01,
Lac-Saguay,Quebec,Village,Registered,2012-01-01,
Lac-Sainte-Marie,Quebec,Municipality,Registered,2012-01-01,
Lac-Saint-Joseph,Quebec,City/Town,Registered,2012-01-01,
Lac-Saint-Paul,Quebec,Municipality,Registered,2012-01-01,
Lac-Sergent,Quebec,City/Town,Registered,2012-01-01,
Lac-Simon,Quebec,Municipality,Registered,2012-01-01,
Lac-Supérieur,Quebec,Municipality,Registered,2012-01-01,
Lac-Tremblant-Nord,Quebec,Municipality,Registered,2012-01-01,
Laforce,Quebec,Municipality,Registered,2012-01-01,
Lamarche,Quebec,Municipality,Registered,2012-01-01,
Lambton,Quebec,Municipality,Registered,2012-01-01,
L'Ancienne-Lorette,Quebec,City/Town,Registered,2012-01-01,
Landrienne,Quebec,Township,Registered,2012-01-01,
L'Ange-Gardien,Quebec,Municipality,Registered,2012-01-01,
L'Ange-Gardien,Quebec,Municipality,Registered,2012-01-01,
Lanoraie,Quebec,Municipality,Registered,2012-01-01,
L'Anse-Saint-Jean,Quebec,Municipality,Registered,2012-01-01,
Lantier,Quebec,Municipality,Registered,2012-01-01,
Larouche,Quebec,Municipality,Registered,2012-01-01,
L'Ascension,Quebec,Municipality,Registered,2012-01-01,
L'Ascension-de-Notre-Seigneur,Quebec,Parish,Registered,2012-01-01,
L'Ascension-de-Patapédia,Quebec,Municipality,Registered,2012-01-01,
L'Assomption,Quebec,City/Town,Registered,2012-01-01,
Latulipe-et-Gaboury,Quebec,United township,Registered,2012-01-01,
Launay,Quebec,Township,Registered,2012-01-01,
Laurier-Station,Quebec,Village,Registered,2012-01-01,
Laurierville,Quebec,Municipality,Registered,2012-01-01,
Laval,Quebec,City/Town,Registered,2012-01-01,
Lavaltrie,Quebec,City/Town,Registered,2012-01-01,
L'Avenir,Quebec,Municipality,Registered,2012-01-01,
Laverlochère,Quebec,Municipality,Registered,2012-01-01,
Lawrenceville,Quebec,Village,Registered,2012-01-01,
Lebel-sur-Quévillon,Quebec,City/Town,Registered,2012-01-01,
Leclercville,Quebec,Municipality,Registered,2012-01-01,
Lefebvre,Quebec,Municipality,Registered,2012-01-01,
Lejeune,Quebec,Municipality,Registered,2012-01-01,
Lemieux,Quebec,Municipality,Registered,2012-01-01,
L'Épiphanie,Quebec,Parish,Registered,2012-01-01,
L'Épiphanie,Quebec,City/Town,Registered,2012-01-01,
Léry,Quebec,City/Town,Registered,2012-01-01,
Les Bergeronnes,Quebec,Municipality,Registered,2012-01-01,
Les Cèdres,Quebec,Municipality,Registered,2012-01-01,
Les Coteaux,Quebec,Municipality,Registered,2012-01-01,
Les Éboulements,Quebec,Municipality,Registered,2012-01-01,
Les Escoumins,Quebec,Municipality,Registered,2012-01-01,
Les Hauteurs,Quebec,Municipality,Registered,2012-01-01,
Les Îles-de-la-Madeleine,Quebec,Municipality,Registered,2012-01-01,
Les Méchins,Quebec,Municipality,Registered,2012-01-01,
Lévis,Quebec,City/Town,Registered,2012-01-01,
L'Île-Cadieux,Quebec,City/Town,Registered,2012-01-01,
L'Île-d'Anticosti,Quebec,Municipality,Registered,2012-01-01,
L'Île-Dorval,Quebec,City/Town,Registered,2012-01-01,
L'Île-du-Grand-Calumet,Quebec,Municipality,Registered,2012-01-01,
L'Île-Perrot,Quebec,City/Town,Registered,2012-01-01,
Lingwick,Quebec,Township,Registered,2012-01-01,
L'Isle-aux-Allumettes,Quebec,Municipality,Registered,2012-01-01,
L'Isle-aux-Coudres,Quebec,Municipality,Registered,2012-01-01,
L'Islet,Quebec,Municipality,Registered,2012-01-01,
L'Isle-Verte,Quebec,Municipality,Registered,2012-01-01,
Litchfield,Quebec,Municipality,Registered,2012-01-01,
Lochaber,Quebec,Township,Registered,2012-01-01,
Lochaber-Partie-Ouest,Quebec,Township,Registered,2012-01-01,
Longue-Pointe-de-Mingan,Quebec,Municipality,Registered,2012-01-01,
Longue-Rive,Quebec,Municipality,Registered,2012-01-01,
Longueuil,Quebec,City/Town,Registered,2012-01-01,
Lorraine,Quebec,City/Town,Registered,2012-01-01,
Lorrainville,Quebec,Municipality,Registered,2012-01-01,
Lotbinière,Quebec,Municipality,Registered,2012-01-01,
Louiseville,Quebec,City/Town,Registered,2012-01-01,
Low,Quebec,Township,Registered,2012-01-01,
Lyster,Quebec,Municipality,Registered,2012-01-01,
Macamic,Quebec,City/Town,Registered,2012-01-01,
Maddington,Quebec,Township,Registered,2012-01-01,
Magog,Quebec,City/Town,Registered,2012-01-01,
Malartic,Quebec,City/Town,Registered,2012-01-01,
Mandeville,Quebec,Municipality,Registered,2012-01-01,
Maniwaki,Quebec,City/Town,Registered,2012-01-01,
Manseau,Quebec,Municipality,Registered,2012-01-01,
Mansfield-et-Pontefract,Quebec,Municipality,Registered,2012-01-01,
Maria,Quebec,Municipality,Registered,2012-01-01,
Maricourt,Quebec,Municipality,Registered,2012-01-01,
Marieville,Quebec,City/Town,Registered,2012-01-01,
Marsoui,Quebec,Village,Registered,2012-01-01,
Marston,Quebec,Township,Registered,2012-01-01,
Martinville,Quebec,Municipality,Registered,2012-01-01,
Mascouche,Quebec,City/Town,Registered,2012-01-01,
Maskinongé,Quebec,Municipality,Registered,2012-01-01,
Massueville,Quebec,Village,Registered,2012-01-01,
Matagami,Quebec,City/Town,Registered,2012-01-01,
Matane,Quebec,City/Town,Registered,2012-01-01,
Matapédia,Quebec,Municipality,Registered,2012-01-01,
Mayo,Quebec,Municipality,Registered,2012-01-01,
McMasterville,Quebec,Municipality,Registered,2012-01-01,
Melbourne,Quebec,Township,Registered,2012-01-01,
Mercier,Quebec,City/Town,Registered,2012-01-01,
Messines,Quebec,Municipality,Registered,2012-01-01,
Métabetchouan--Lac-à-la-Croix,Quebec,City/Town,Registered,2012-01-01,
Métis-sur-Mer,Quebec,City/Town,Registered,2012-01-01,
Milan,Quebec,Municipality,Registered,2012-01-01,
Mille-Isles,Quebec,Municipality,Registered,2012-01-01,
Mirabel,Quebec,City/Town,Registered,2012-01-01,
Mistissini,Quebec,Cree village,Registered,2012-01-01,
Moffet,Quebec,Municipality,Registered,2012-01-01,
Montcalm,Quebec,Municipality,Registered,2012-01-01,
Mont-Carmel,Quebec,Municipality,Registered,2012-01-01,
Montcerf-Lytton,Quebec,Municipality,Registered,2012-01-01,
Montebello,Quebec,Municipality,Registered,2012-01-01,
Mont-Joli,Quebec,City/Town,Registered,2012-01-01,
Mont-Laurier,Quebec,City/Town,Registered,2012-01-01,
Montmagny,Quebec,City/Town,Registered,2012-01-01,
Montpellier,Quebec,Municipality,Registered,2012-01-01,
Montréal,Quebec,City/Town,Registered,2012-01-01,
Montréal-Est,Quebec,City/Town,Registered,2012-01-01,
Montréal-Ouest,Quebec,City/Town,Registered,2012-01-01,
Mont-Royal,Quebec,City/Town,Registered,2012-01-01,
Mont-Saint-Grégoire,Quebec,Municipality,Registered,2012-01-01,
Mont-Saint-Hilaire,Quebec,City/Town,Registered,2012-01-01,
Mont-Saint-Michel,Quebec,Municipality,Registered,2012-01-01,
Mont-Saint-Pierre,Quebec,Village,Registered,2012-01-01,
Mont-Tremblant,Quebec,City/Town,Registered,2012-01-01,
Morin-Heights,Quebec,Municipality,Registered,2012-01-01,
Mulgrave-et-Derry,Quebec,Municipality,Registered,2012-01-01,
Murdochville,Quebec,City/Town,Registered,2012-01-01,
Namur,Quebec,Municipality,Registered,2012-01-01,
Nantes,Quebec,Municipality,Registered,2012-01-01,
Napierville,Quebec,Municipality,Registered,2012-01-01,
Natashquan,Quebec,Township,Registered,2012-01-01,
Nédélec,Quebec,Township,Registered,2012-01-01,
Nemaska,Quebec,Cree village,Registered,2012-01-01,
Neuville,Quebec,City/Town,Registered,2012-01-01,
New Carlisle,Quebec,Municipality,Registered,2012-01-01,
New Richmond,Quebec,City/Town,Registered,2012-01-01,
Newport,Quebec,Municipality,Registered,2012-01-01,
Nicolet,Quebec,City/Town,Registered,2012-01-01,
Nominingue,Quebec,Municipality,Registered,2012-01-01,
Normandin,Quebec,City/Town,Registered,2012-01-01,
Normétal,Quebec,Municipality,Registered,2012-01-01,
North Hatley,Quebec,Village,Registered,2012-01-01,
Notre-Dame-Auxiliatrice-de-Buckland,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-de-Bonsecours,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-Ham,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-la-Merci,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-la-Paix,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-la-Salette,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-l'Île-Perrot,Quebec,City/Town,Registered,2012-01-01,
Notre-Dame-de-Lorette,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-Lourdes,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-Lourdes,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-de-Montauban,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-de-Pontmain,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-des-Anges,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-des-Bois,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-des-Monts,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-des-Neiges,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-des-Pins,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-des-Prairies,Quebec,City/Town,Registered,2012-01-01,
Notre-Dame-des-Sept-Douleurs,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-de-Stanbridge,Quebec,Municipality,Registered,2012-01-01,
Notre-Dame-du-Bon-Conseil,Quebec,Parish,Registered,2012-01-01,
Notre-Dame-du-Bon-Conseil,Quebec,Village,Registered,2012-01-01,
Notre-Dame-du-Laus,Quebec,Municipality,Registered,2012-01-01,
